County,Registration Valid Date,Vehicle Name
Lapeer,6/7/17,Chevrolet Volt
Wayne,8/4/17,Ford C-Max Energi
Oakland,8/5/17,Ford Fusion Energi
Mecosta,8/14/17,Ford C-Max Energi
Huron,8/15/17,GEM NEV
Oakland,8/4/17,Ford C-Max Energi
Washtenaw,8/4/17,Tesla Model X
Ingham,6/7/17,Chevrolet Volt
Wayne,6/12/17,Chevrolet Volt
Ottawa,6/7/17,Chevrolet Volt
Wayne,8/5/17,Chevrolet Volt
Lenawee,8/15/17,Ford C-Max Energi
Oakland,8/5/17,Chevrolet Volt
Oakland,6/12/17,Ford Fusion Energi
Ottawa,8/14/17,Ford C-Max Energi
Oakland,8/5/17,Chevrolet Volt
Washtenaw,8/15/17,Ford C-Max Energi
St. Clair,6/12/17,Chevrolet Volt
Oakland,8/15/17,Chevrolet Volt
Macomb,6/12/17,Chevrolet Volt
Monroe,8/15/17,Ford C-Max Energi
Washtenaw,8/15/17,Chevrolet Volt
Oakland,6/7/17,Chevrolet Volt
Oakland,8/15/17,Ford Fusion Energi
Jackson,8/15/17,Chevrolet Volt
Livingston,6/12/17,Ford Fusion Energi
Kalamazoo,8/15/17,Nissan Leaf
Midland,6/7/17,Toyota Prius Prime
Ottawa,8/15/17,Chevrolet Volt
Jackson,8/4/17,Fisker Karma
Livingston,8/15/17,Chevrolet Volt
Wayne,8/15/17,Ford C-Max Energi
Macomb,8/15/17,Ford C-Max Energi
Midland,8/15/17,Chevrolet Volt
Wayne,8/15/17,Chevrolet Volt
Genesee,6/12/17,Tesla Model S
Livingston,6/12/17,Chevrolet Volt
Bay,8/4/17,Chevrolet Volt
Oakland,8/15/17,Chevrolet Volt
Wayne,6/12/17,Toyota Prius Prime
Oakland,8/4/17,Tesla Model S
Oakland,6/7/17,Toyota Prius Prime
Washtenaw,6/12/17,Tesla Model S
Washtenaw,8/15/17,Chevrolet Volt
Oakland,8/4/17,Chevrolet Volt
Genesee,8/5/17,Chevrolet Volt
Oakland,6/12/17,Tesla Model S
Macomb,6/7/17,Chevrolet Volt
Mason,8/5/17,Chevrolet Volt
Allegan,8/14/17,Chevrolet Volt
Zip Code not in Source Sheet,8/15/17,Tesla Model S
Washtenaw,6/12/17,Ford C-Max Energi
Genesee,8/15/17,Chevrolet Volt
Oakland,8/4/17,Ford C-Max Energi
Oakland,8/15/17,Chevrolet Volt
Oakland,8/15/17,Tesla Model S
Ingham,6/7/17,Toyota Prius Prime
Wayne,8/4/17,Nissan Leaf
Kent,6/7/17,Chevrolet Volt
Macomb,8/15/17,Chevrolet Volt
Oakland,6/7/17,Cadillac ELR
Ingham,8/15/17,Chevrolet Volt
Macomb,6/7/17,Ford C-Max Energi
Oakland,8/4/17,Tesla Model X
Wayne,8/15/17,Chevrolet Volt
Oakland,6/7/17,Ford C-Max Energi
Kent,8/15/17,Ford C-Max Energi
Oakland,6/6/17,Chevrolet Volt
Kalamazoo,8/5/17,Chevrolet Volt
Saginaw,8/4/17,Tesla Model S
Macomb,8/14/17,Chevrolet Volt
Oakland,8/6/17,Chevrolet Volt
Washtenaw,8/15/17,Ford Fusion Energi
Oakland,8/14/17,Ford C-Max Energi
Manistee,6/8/17,Audi A3 Plug In
Oakland,8/15/17,Ford Fusion Energi
Wayne,8/5/17,Ford C-Max Energi
Kalamazoo,8/14/17,Chevrolet Volt
Washtenaw,6/12/17,Chevrolet Volt
Eaton,8/14/17,Ford C-Max Energi
Genesee,8/16/17,Tesla Model S
Wayne,8/4/17,Toyota Prius Plug-in
Washtenaw,6/8/17,Chevrolet Volt
Barry,8/14/17,Chevrolet Volt
Oakland,8/14/17,Chevrolet Volt
Wayne,8/14/17,Ford Fusion Energi
Ingham,6/7/17,Nissan Leaf
Oakland,6/7/17,Nissan Leaf
Washtenaw,6/11/17,Nissan Leaf
Wayne,8/14/17,Cadillac ELR
Macomb,8/14/17,Chevrolet Volt
Macomb,6/11/17,Chevrolet Volt
Wayne,8/16/17,Chevrolet Bolt EV
Oakland,8/5/17,Ford C-Max Energi
Oakland,6/7/17,BMW i3 REx
Oakland,8/14/17,Ford Fusion Energi
Wayne,8/6/17,Chevrolet Volt
Oakland,8/16/17,Chevrolet Volt
Genesee,8/14/17,Chevrolet Volt
Wayne,8/14/17,Chevrolet Volt
Washtenaw,8/4/17,Chevrolet Volt
Oakland,8/4/17,Toyota Prius Plug-in
Oakland,6/11/17,Tesla Model S
Kalamazoo,8/14/17,Ford C-Max Energi
Tuscola,6/7/17,GEM NEV
Oakland,8/14/17,Chevrolet Volt
Allegan,6/7/17,Chevrolet Volt
Washtenaw,8/14/17,Chevrolet Volt
Wayne,8/16/17,Chevrolet Volt
Oakland,8/4/17,Kia Optima Plug In
Jackson,6/7/17,Chevrolet Volt
Oakland,6/7/17,Chevrolet Volt
Wayne,6/7/17,Ford C-Max Energi
Berrien,6/6/17,Tesla Model S
Oakland,8/14/17,Cadillac ELR
Oakland,8/6/17,Chevrolet Volt
Kalamazoo,6/7/17,Chevrolet Volt
Macomb,8/4/17,Ford C-Max Energi
Wayne,6/11/17,Ford Fusion Energi
Oakland,8/15/17,Chevrolet Bolt EV
Clinton,8/14/17,Chevrolet Volt
Macomb,8/16/17,Chevrolet Volt
Oakland,8/15/17,Cadillac ELR
Wayne,6/11/17,Ford C-Max Energi
Livingston,3/2/19,Ford C-Max Energi
Livingston,11/1/18,Ford Fusion Energi
Washtenaw,11/5/18,Tesla Model 3
Kent,2/27/19,Chevrolet Volt
Allegan,11/9/18,Tesla Model S
Oakland,4/5/19,Mercedes GLC 350e Hybrid
Oakland,4/5/19,Ford C-Max Energi
Washtenaw,3/5/19,BMW i3
Oakland,2/28/19,Ford Fusion Energi
Oakland,11/5/18,Nissan Leaf
Ottawa,4/5/19,Chevrolet Volt
Wayne,9/24/18,Chevrolet Volt
Oakland,4/5/19,GEM NEV
Macomb,2/28/19,Chevrolet Volt
Oakland,2/28/19,Chevrolet Volt
Jackson,11/1/18,Chevrolet Volt
Oakland,11/9/18,Tesla Model S
Manistee,2/28/19,Chrysler Pacifica
Lapeer,2/28/19,Tesla Roadster
Oakland,9/25/18,Chevrolet Volt
Washtenaw,2/28/19,Ford Fusion Energi
Washtenaw,9/25/18,Toyota Prius Prime
Oakland,11/5/18,Chevrolet Volt
Kent,2/27/19,Tesla Model 3
Tuscola,9/26/18,Toyota Prius Prime
Genesee,4/5/19,Chevrolet Volt
Zip Code not in Source Sheet,11/1/18,Ford C-Max Energi
Wexford,11/5/18,Chevrolet Volt
St. Clair,9/25/18,Chrysler Pacifica
Ingham,4/4/19,Chevrolet Volt
Eaton,10/31/18,Chevrolet Volt
Washtenaw,4/4/19,Chevrolet Volt
Kalamazoo,9/26/18,Ford Fusion Energi
Washtenaw,3/5/19,Chrysler Pacifica
Kent,9/25/18,Ford C-Max Energi
Allegan,4/5/19,Chevrolet Volt
Tuscola,10/31/18,Ford C-Max Energi
Livingston,11/5/18,Tesla Model S
Monroe,4/4/19,Tesla Model X
Oakland,4/5/19,Tesla Model X
Wayne,11/8/18,Chevrolet Bolt EV
Monroe,11/1/18,Tesla Model S
Macomb,11/5/18,Chevrolet Volt
Kent,9/25/18,Chrysler Pacifica
Oakland,9/25/18,Ford C-Max Energi
Kent,2/28/19,Nissan Leaf
Mecosta,11/5/18,Chevrolet Volt
Wayne,11/1/18,Toyota Prius Prime
Oakland,3/5/19,Tesla Model S
Oakland,11/9/18,Chevrolet Bolt EV
Jackson,2/28/19,Ford Fusion Energi
Wayne,10/31/18,Ford Fusion Energi
Oakland,2/28/19,Ford Focus EV
Saginaw,3/1/19,Chevrolet Volt
Oakland,2/28/19,Chevrolet Volt
Oakland,11/5/18,Tesla Model X
Washtenaw,9/25/18,Ford C-Max Energi
Emmet,4/5/19,Chevrolet Bolt EV
Washtenaw,4/4/19,Ford C-Max Energi
Eaton,4/5/19,Ford C-Max Energi
Washtenaw,10/19/18,Ford Fusion Energi
Oakland,2/28/19,Chevrolet Bolt EV
Zip Code not in Source Sheet,9/24/18,Chrysler Pacifica
Macomb,3/1/19,Ford Fusion Energi
Washtenaw,9/24/18,Chevrolet Volt
Oakland,2/28/19,Ford Fusion Energi
Kent,11/5/18,Toyota Prius Prime
Kalamazoo,3/1/19,Toyota Prius Plug-in
Washtenaw,11/1/18,Tesla Model X
Ottawa,2/28/19,Tesla Model S
Allegan,11/8/18,Ford Fusion Energi
Saginaw,4/5/19,Chevrolet Volt
Kent,11/9/18,Ford C-Max Energi
Oakland,4/5/19,Tesla Model 3
Ionia,9/24/18,Ford C-Max Energi
Ionia,10/31/18,Chevrolet Volt
Oakland,3/6/19,Tesla Model S
Oakland,3/5/19,Ford C-Max Energi
Wayne,11/8/18,Ford Fusion Energi
Kent,4/5/19,Tesla Model 3
Genesee,3/1/19,Chevrolet Volt
Ingham,11/5/18,Chevrolet Volt
Oakland,11/1/18,BMW i3 REx
Oakland,3/5/19,Chevrolet Bolt EV
Oakland,11/5/18,Tesla Model S
Wayne,11/5/18,Ford Fusion Energi
Oakland,11/8/18,Ford C-Max Energi
Ottawa,4/5/19,Chevrolet Volt
Macomb,9/24/18,Ford Fusion Energi
Oakland,9/24/18,Chevrolet Volt
Livingston,11/1/18,Chevrolet Volt
Oakland,2/28/19,Cadillac ELR
Ingham,11/4/18,Ford Fusion Energi
Genesee,9/24/18,Chevrolet Volt
Washtenaw,9/26/18,Ford Fusion Energi
St. Clair,4/3/19,Ford Fusion Energi
Oakland,3/2/19,Chevrolet Volt
Monroe,4/3/19,Chevrolet Volt
Oakland,3/5/19,Chevrolet Volt
Washtenaw,11/1/18,Ford C-Max Energi
Macomb,10/31/18,Chevrolet Volt
Washtenaw,9/24/18,Chevrolet Volt
Macomb,4/5/19,Chevrolet Volt
Oakland,3/6/19,Tesla Model S
Oakland,4/5/19,Ford C-Max Energi
Muskegon,9/25/18,Honda Clarity Plug In
Washtenaw,4/5/19,Tesla Model 3
Oakland,4/3/19,Chevrolet Volt
Wayne,4/5/19,BMW i8
Oakland,9/26/18,Tesla Model S
Wayne,9/26/18,Ford C-Max Energi
Kalamazoo,11/1/18,Toyota Prius Plug-in
Van Buren,3/1/19,Nissan Leaf
Oakland,3/6/19,Chevrolet Volt
Kalamazoo,10/31/18,Chevrolet Volt
Antrim,3/1/19,Chevrolet Volt
Macomb,9/26/18,Chevrolet Volt
Oakland,4/3/19,Chevrolet Volt
Allegan,3/2/19,Chevrolet Volt
Ottawa,4/4/19,Volvo XC90 Plug In
Oakland,9/24/18,Cadillac ELR
Wayne,11/8/18,Tesla Model 3
Genesee,4/5/19,Chevrolet Volt
Shiawassee,4/5/19,Tesla Model 3
Washtenaw,9/24/18,Ford C-Max Energi
Washtenaw,9/26/18,Chevrolet Volt
Genesee,3/5/19,Mitsubishi i
Oakland,11/1/18,Tesla Model S
Oakland,3/1/19,Chevrolet Volt
Genesee,3/1/19,Chevrolet Volt
Jackson,11/5/18,Chevrolet Volt
Wayne,11/5/18,Chevrolet Volt
Clinton,3/1/19,Ford Fusion Energi
Oakland,9/26/18,Honda Clarity Plug In
Oakland,4/5/19,Ford C-Max Energi
Kalamazoo,9/24/18,Honda Clarity Plug In
Macomb,4/3/19,Chevrolet Volt
Jackson,3/5/19,Chevrolet Volt
Wayne,9/26/18,Chevrolet Volt
Grand Traverse,2/28/19,Chevrolet Volt
Washtenaw,2/27/19,Toyota Prius Prime
Wayne,11/1/18,Ford C-Max Energi
Kent,11/8/18,Tesla Model S
Oakland,4/5/19,Chevrolet Bolt EV
Marquette,3/5/19,Tesla Model 3
Washtenaw,4/3/19,Ford C-Max Energi
Washtenaw,11/5/18,Chevrolet Volt
Washtenaw,9/25/18,Ford C-Max Energi
Washtenaw,3/1/19,Chevrolet Volt
Monroe,3/5/19,Chevrolet Volt
Berrien,3/5/19,Toyota Prius Prime
Washtenaw,10/31/18,Chevrolet Volt
Leelanau,10/31/18,Chevrolet Volt
Gladwin,2/28/19,Chevrolet Volt
Oakland,11/8/18,Chevrolet Volt
Genesee,3/1/19,Chevrolet Volt
Zip Code not in Source Sheet,4/4/19,Mini Countryman Plug In
Oakland,11/5/18,Tesla Model 3
Ottawa,11/5/18,Ford C-Max Energi
Oakland,3/1/19,Chevrolet Volt
Oakland,2/27/19,Chevrolet Bolt EV
Ingham,10/31/18,Toyota Prius Prime
Wayne,9/25/18,Chevrolet Volt
Macomb,10/31/18,Chrysler Pacifica
Ottawa,9/25/18,Ford C-Max Energi
Allegan,9/25/18,Tesla Model 3
St. Joseph,11/5/18,Chevrolet Volt
Washtenaw,3/1/19,Chevrolet Volt
Washtenaw,9/25/18,Chevrolet Volt
Wayne,3/1/19,Chevrolet Volt
Eaton,3/1/19,Ford Fusion Energi
Oakland,11/8/18,Tesla Model 3
Ottawa,2/28/19,Chevrolet Volt
Livingston,3/1/19,Chevrolet Volt
Oakland,3/1/19,Chevrolet Volt
Oakland,9/25/18,Chevrolet Volt
Macomb,9/25/18,Chevrolet Volt
Genesee,2/27/19,Chevrolet Volt
Wayne,3/1/19,Ford C-Max Energi
Oakland,2/28/19,Mitsubishi Outlander Plug In
Ottawa,11/5/18,Chevrolet Volt
Emmet,3/5/19,Tesla Model S
Dickinson,11/9/18,Ford C-Max Energi
Wayne,3/1/19,Chevrolet Volt
Oakland,10/31/18,Chrysler Pacifica
Wayne,3/5/19,Ford Fusion Energi
Kent,3/1/19,Chevrolet Volt
Kalamazoo,11/9/18,Toyota Prius Plug-in
Oakland,4/4/19,Nissan Leaf
Mecosta,10/31/18,Chevrolet Volt
Washtenaw,3/5/19,Chevrolet Volt
Oakland,10/31/18,Chevrolet Volt
Oakland,4/4/19,Chevrolet Volt
Washtenaw,2/28/19,Ford Fusion Energi
Midland,3/5/19,Chevrolet Volt
Oakland,3/5/19,Chevrolet Volt
Oakland,9/25/18,Chevrolet Volt
Kalamazoo,9/25/18,BMW 5-Series Plug in
Arenac,4/4/19,Nissan Leaf
Oakland,10/31/18,Cadillac ELR
Oakland,9/25/18,Chrysler Pacifica
Oakland,9/25/18,Ford C-Max Energi
Oakland,9/25/18,Chevrolet Volt
Washtenaw,10/31/18,Nissan Leaf
Kalamazoo,4/4/19,Chevrolet Bolt EV
Iosco,3/1/19,Chevrolet Volt
Saginaw,11/8/18,Tesla Model 3
Washtenaw,3/1/19,Chevrolet Volt
Oakland,2/27/19,Tesla Model 3
Wayne,4/4/19,Chevrolet Volt
Oakland,3/1/19,Tesla Model X
Macomb,10/31/18,Ford C-Max Energi
Washtenaw,11/5/18,Chevrolet Volt
Oakland,11/5/18,Chevrolet Volt
Oakland,9/25/18,Chevrolet Volt
Oakland,2/27/19,Chevrolet Volt
Oakland,4/4/19,Chevrolet Volt
Wayne,11/8/18,Ford C-Max Energi
Cass,9/25/18,Tesla Model X
Eaton,10/31/18,Hyundai Sonata Plug In
Gratiot,3/1/19,Ford Fusion Energi
Lapeer,9/25/18,Chevrolet Volt
Wayne,4/4/19,Tesla Model 3
Wayne,10/31/18,Tesla Model X
Ingham,4/4/19,Chevrolet Volt
Leelanau,11/5/18,Chevrolet Bolt EV
Oakland,4/4/19,Chevrolet Volt
Oakland,2/27/19,Cadillac ELR
Oakland,3/5/19,BMW i8
Ingham,4/4/19,Chevrolet Bolt EV
Eaton,4/4/19,Ford C-Max Energi
Washtenaw,3/5/19,Nissan Leaf
Washtenaw,3/5/19,Chevrolet Volt
Macomb,10/31/18,Chevrolet Volt
Wayne,2/27/19,Ford C-Max Energi
Wayne,9/25/18,Tesla Model S
Ingham,11/9/18,Tesla Model 3
Allegan,2/27/19,Chevrolet Volt
Oakland,9/25/18,Tesla Model S
Macomb,9/25/18,Ford C-Max Energi
Jackson,3/5/19,Chevrolet Volt
Monroe,10/31/18,Ford C-Max Energi
Wayne,4/4/19,Chevrolet Bolt EV
Wayne,4/4/19,Chevrolet Volt
Ingham,11/8/18,BMW i8
Leelanau,9/25/18,Tesla Model S
Calhoun,2/27/19,Chrysler Pacifica
Grand Traverse,11/9/18,Chevrolet Volt
Wayne,3/1/19,Chevrolet Bolt EV
Washtenaw,11/5/18,Chevrolet Volt
Ottawa,10/31/18,Tesla Model 3
Midland,4/4/19,Tesla Model S
Oakland,3/1/19,Nissan Leaf
Oakland,3/5/19,Volvo XC90 Plug In
Ingham,3/1/19,Tesla Model S
Washtenaw,4/4/19,BMW i3 REx
Kent,11/5/18,Nissan Leaf
Dickinson,3/1/19,Ford Fusion Energi
Monroe,11/5/18,Ford Focus EV
Hillsdale,3/1/19,Cadillac ELR
Oakland,3/5/19,Ford C-Max Energi
Oakland,3/5/19,Tesla Model 3
Oakland,11/1/18,Ford Fusion Energi
Macomb,9/25/18,Chevrolet Volt
Oakland,9/25/18,Chevrolet Volt
Kent,9/25/18,Chevrolet Volt
Kent,3/5/19,Nissan Leaf
Macomb,3/5/19,BMW X5
Grand Traverse,4/4/19,Mini Countryman Plug In
Oakland,9/26/18,Chevrolet Volt
Washtenaw,3/1/19,Chevrolet Volt
Kent,11/5/18,Ford Fusion Energi
Wayne,3/1/19,Ford Fusion Energi
Oakland,9/26/18,Ford C-Max Energi
Oakland,4/4/19,Tesla Model S
Oakland,3/5/19,Ford C-Max Energi
Livingston,2/28/19,Chevrolet Volt
Calhoun,11/1/18,Chevrolet Volt
Oceana,9/26/18,Chevrolet Volt
Oakland,9/25/18,Chrysler Pacifica
Wayne,3/1/19,Chevrolet Bolt EV
Kent,3/5/19,GEM NEV
Kalkaska,11/5/18,Tesla Model S
Macomb,2/28/19,Chevrolet Volt
Oakland,9/25/18,Chevrolet Volt
Oakland,11/1/18,Ford C-Max Energi
Ingham,3/1/19,Ford C-Max Energi
Livingston,10/31/18,Mini Countryman Plug In
Macomb,4/4/19,Chevrolet Volt
Ingham,4/5/19,Chevrolet Volt
Oakland,11/5/18,BMW 5-Series Plug in
Oakland,3/5/19,Chevrolet Volt
Jackson,2/28/19,Toyota Prius Prime
Wayne,11/1/18,Chrysler Pacifica
Wayne,9/26/18,Nissan Leaf
Washtenaw,2/28/19,Chevrolet Volt
Oakland,11/5/18,Toyota Prius Prime
Oakland,3/1/19,Chevrolet Volt
Oakland,11/1/18,Fiat 500e
Oakland,10/31/18,Chevrolet Volt
Oakland,3/5/19,Chevrolet Bolt EV
Washtenaw,11/1/18,Ford Fusion Energi
Kent,11/5/18,Chevrolet Volt
Ottawa,4/4/19,Chevrolet Volt
Oakland,3/1/19,Ford Fusion Energi
Ingham,3/5/19,Toyota Prius Plug-in
Oakland,4/4/19,Tesla Model X
Ingham,3/1/19,Ford C-Max Energi
Wayne,4/4/19,Tesla Model S
Washtenaw,4/4/19,Ford Fusion Energi
Wayne,3/1/19,Ford Fusion Energi
Kent,10/31/18,Ford C-Max Energi
Newaygo,4/4/19,Tesla Model 3
Oakland,2/27/19,Chrysler Pacifica
Oakland,4/4/19,Chevrolet Volt
Oakland,3/5/19,Ford Fusion Energi
Washtenaw,3/1/19,Tesla Model X
Macomb,3/1/19,BMW i3 REx
Washtenaw,3/5/19,Ford C-Max Energi
Oakland,4/4/19,Ford C-Max Energi
Oakland,4/4/19,Ford C-Max Energi
Macomb,10/31/18,Ford C-Max Energi
Lapeer,2/28/19,Chevrolet Volt
Kent,11/8/18,Chevrolet Bolt EV
Jackson,2/28/19,Chevrolet Volt
Washtenaw,2/28/19,Ford C-Max Energi
Berrien,4/4/19,Chevrolet Volt
Kalamazoo,3/1/19,Chevrolet Volt
Zip Code not in Source Sheet,9/25/18,Toyota Prius Plug-in
Ottawa,3/1/19,Tesla Model S
Macomb,4/4/19,Ford C-Max Energi
Ingham,3/5/19,Chevrolet Volt
Oakland,3/1/19,Chevrolet Bolt EV
Oakland,11/5/18,Chevrolet Volt
Macomb,3/5/19,Chevrolet Volt
Wayne,2/28/19,Chevrolet Volt
Oakland,11/5/18,Cadillac ELR
Newaygo,4/4/19,Tesla Model S
Oakland,9/25/18,BMW X5
Ottawa,4/4/19,Chevrolet Volt
Wayne,3/5/19,Ford Fusion Energi
Macomb,11/5/18,Cadillac ELR
Shiawassee,3/5/19,Chevrolet Volt
Oakland,3/1/19,BMW i3 REx
Wayne,9/26/18,Tesla Model 3
Ottawa,11/5/18,BMW 5-Series Plug in
Oakland,9/25/18,Chevrolet Volt
Washtenaw,3/5/19,Chrysler Pacifica
Oakland,9/26/18,Chevrolet Volt
Oakland,11/1/18,Volvo XC90 Plug In
Oakland,3/5/19,Ford Fusion Energi
Oakland,4/4/19,Chevrolet Volt
Ingham,4/4/19,Chevrolet Volt
Wayne,11/8/18,Chevrolet Volt
Kent,4/4/19,Chevrolet Volt
Kalamazoo,11/1/18,Chevrolet Bolt EV
Livingston,4/4/19,Chevrolet Volt
Wayne,3/1/19,Chevrolet Bolt EV
Jackson,3/5/19,Chevrolet Volt
Wayne,3/5/19,Ford Fusion Energi
Oakland,4/4/19,Tesla Model S
Washtenaw,3/1/19,Ford C-Max Energi
Ottawa,11/5/18,Chevrolet Volt
Oakland,3/4/19,BMW X5
Macomb,3/4/19,Tesla Model 3
Oakland,2/28/19,Chevrolet Volt
Wayne,11/2/18,BMW 5-Series Plug in
Ingham,11/3/18,Chevrolet Volt
Alpena,11/7/18,Chevrolet Volt
Washtenaw,3/4/19,Ford Fusion Energi
Oakland,2/28/19,Chevrolet Volt
Kalamazoo,3/4/19,Chevrolet Bolt EV
Oakland,11/2/18,Chevrolet Volt
Monroe,3/4/19,Chevrolet Volt
Livingston,11/6/18,Chevrolet Volt
Oakland,3/4/19,Chevrolet Volt
Macomb,11/6/18,Chevrolet Volt
Midland,11/2/18,Chevrolet Volt
Allegan,11/7/18,BMW X5
Berrien,11/7/18,Tesla Model 3
Mecosta,11/6/18,Ford C-Max Energi
Wayne,3/4/19,Chevrolet Bolt EV
Washtenaw,11/7/18,Chevrolet Volt
Livingston,3/4/19,Chevrolet Bolt EV
Lenawee,2/28/19,Ford C-Max Energi
Oakland,2/28/19,Chevrolet Volt
Shiawassee,11/7/18,Chevrolet Volt
Jackson,2/28/19,BMW X5
Wayne,2/28/19,Ford C-Max Energi
Houghton,3/4/19,Nissan Leaf
Saginaw,11/7/18,Chevrolet Bolt EV
Eaton,2/28/19,Tesla Model 3
Oakland,3/4/19,Chevrolet Volt
Allegan,11/7/18,Ford C-Max Energi
Kalamazoo,11/3/18,Ford C-Max Energi
Oakland,11/6/18,Tesla Model 3
Macomb,11/2/18,Tesla Model S
Kent,11/7/18,Chevrolet Volt
Oakland,11/7/18,Chevrolet Bolt EV
Oakland,2/28/19,Tesla Model 3
Oakland,2/28/19,Chevrolet Volt
Macomb,3/3/19,Tesla Model S
Oakland,3/3/19,Chevrolet Volt
Oakland,3/4/19,Chevrolet Volt
Oakland,11/2/18,Chevrolet Volt
St. Clair,11/2/18,Chevrolet Volt
Oakland,2/28/19,Tesla Model S
Wayne,3/3/19,Ford Fusion Energi
Wayne,11/7/18,Ford C-Max Energi
Bay,3/4/19,Ford C-Max Energi
Oakland,11/2/18,Audi A3 Plug In
Barry,11/3/18,Chevrolet Volt
Oakland,11/7/18,Ford Fusion Energi
Oakland,3/3/19,Chevrolet Volt
Oakland,3/4/19,Chevrolet Volt
Macomb,11/2/18,Chevrolet Volt
Oakland,11/2/18,Chevrolet Volt
Oakland,11/7/18,Chevrolet Volt
Allegan,11/2/18,Toyota Prius Plug-in
Washtenaw,3/4/19,Fiat 500e
Oakland,11/7/18,Tesla Model 3
Ingham,11/3/18,Ford C-Max Energi
Ingham,11/2/18,Chevrolet Volt
Oakland,3/3/19,Ford C-Max Energi
Oakland,3/3/19,Chevrolet Volt
Oakland,2/28/19,Chevrolet Volt
Wayne,11/3/18,Ford C-Max Energi
Washtenaw,11/6/18,Chrysler Pacifica
Ottawa,9/22/18,Chevrolet Volt
Leelanau,3/1/19,Ford C-Max Energi
Ottawa,9/22/18,Chevrolet Volt
Oakland,11/2/18,Chevrolet Volt
Kent,3/1/19,Chevrolet Volt
Washtenaw,9/22/18,Chevrolet Volt
Oakland,11/3/18,Toyota Prius Prime
Kent,11/3/18,Chevrolet Volt
Monroe,3/1/19,Ford C-Max Energi
Isabella,3/4/19,Tesla Model 3
Midland,3/4/19,Chevrolet Volt
Ingham,11/8/18,Ford Fusion Energi
Oakland,11/6/18,Ford C-Max Energi
Macomb,11/8/18,Chevrolet Volt
Ottawa,2/28/19,Chevrolet Volt
Oakland,11/2/18,Chevrolet Volt
Allegan,2/28/19,GEM NEV
Washtenaw,9/23/18,Chevrolet Volt
Washtenaw,3/2/19,Chevrolet Volt
Wayne,11/6/18,Chevrolet Volt
Calhoun,3/4/19,Chevrolet Volt
Macomb,3/4/19,Tesla Model X
Wayne,11/8/18,Chevrolet Volt
Oakland,3/1/19,Chevrolet Volt
Wayne,11/2/18,Tesla Model S
Oakland,11/6/18,Ford C-Max Energi
Oakland,11/8/18,Ford C-Max Energi
Washtenaw,11/3/18,Ford C-Max Energi
Lenawee,9/23/18,Ford C-Max Energi
Oakland,4/8/19,Chevrolet Volt
Genesee,2/28/19,Chevrolet Bolt EV
Ingham,2/28/19,Ford Fusion Energi
Oakland,11/7/18,Tesla Model 3
Kent,11/3/18,Ford Fusion Energi
Jackson,2/28/19,Chevrolet Volt
Wayne,11/2/18,Chevrolet Volt
Wayne,11/3/18,Chevrolet Volt
Oakland,11/3/18,Chevrolet Volt
Oakland,3/3/19,Chevrolet Volt
Oakland,11/6/18,Tesla Model S
Oakland,11/2/18,Cadillac ELR
Oakland,2/28/19,Tesla Model 3
Kent,11/6/18,Chevrolet Volt
Jackson,11/2/18,Chevrolet Bolt EV
Kent,11/6/18,Chevrolet Volt
Kent,11/3/18,Chevrolet Volt
Lapeer,2/28/19,Tesla Model S
Genesee,3/4/19,Chevrolet Volt
Oakland,3/1/19,Ford Focus EV
Macomb,11/8/18,Chevrolet Volt
Oakland,3/4/19,Tesla Model S
Genesee,11/8/18,Tesla Model 3
Wayne,11/8/18,Chevrolet Bolt EV
Allegan,11/8/18,Ford C-Max Energi
Oakland,11/6/18,Chevrolet Volt
Genesee,11/8/18,Chevrolet Volt
Oakland,11/7/18,Chevrolet Bolt EV
Livingston,3/2/19,Tesla Model S
Washtenaw,11/6/18,Chevrolet Volt
Washtenaw,11/2/18,Tesla Model 3
Washtenaw,3/2/19,Tesla Model X
Kent,3/1/19,Chevrolet Volt
Washtenaw,11/6/18,Ford Fusion Energi
Oakland,2/28/19,Ford Fusion Energi
Eaton,11/7/18,Chevrolet Volt
Ottawa,2/28/19,Chevrolet Volt
Oakland,2/28/19,Chevrolet Volt
Lapeer,11/2/18,Chevrolet Volt
Oakland,2/28/19,Ford C-Max Energi
Kalamazoo,3/4/19,Toyota Prius Plug-in
Oakland,3/4/19,Tesla Model S
Wayne,2/28/19,Ford Focus EV
Kent,11/2/18,Chevrolet Volt
Allegan,11/7/18,Ford C-Max Energi
Oakland,11/7/18,Chevrolet Volt
Washtenaw,11/7/18,Chevrolet Volt
Jackson,11/2/18,Tesla Model S
Washtenaw,11/7/18,Chevrolet Volt
Ottawa,11/7/18,Ford Focus EV
Wayne,2/28/19,Chevrolet Bolt EV
Saginaw,11/2/18,Chevrolet Volt
Jackson,11/2/18,Chevrolet Bolt EV
Wayne,2/28/19,Chevrolet Volt
Washtenaw,3/4/19,Ford C-Max Energi
Oakland,11/2/18,Tesla Model S
Zip Code not in Source Sheet,11/7/18,Chevrolet Bolt EV
Kent,2/28/19,Chevrolet Volt
Washtenaw,3/4/19,Chevrolet Bolt EV
Kent,2/28/19,Nissan Leaf
Washtenaw,11/2/18,Ford C-Max Energi
Oakland,3/4/19,Chevrolet Volt
Oakland,2/28/19,Tesla Model X
Van Buren,11/2/18,Ford C-Max Energi
Washtenaw,11/7/18,Chevrolet Volt
